34457132 INFO  [2013-11-04 00:10:15]  180-/-3569014-/-19810000
34464381 INFO  [2013-11-04 00:10:22]  180-/-3578120-/-19820000
34472357 INFO  [2013-11-04 00:10:30]  180-/-3587036-/-19830000
34479721 INFO  [2013-11-04 00:10:37]  180-/-3596073-/-19840000
34488703 INFO  [2013-11-04 00:10:46]  180-/-3605290-/-19850000
34496209 INFO  [2013-11-04 00:10:54]  180-/-3614408-/-19860000
34503939 INFO  [2013-11-04 00:11:02]  180-/-3623545-/-19870000
34511625 INFO  [2013-11-04 00:11:09]  180-/-3632622-/-19880000
34518835 INFO  [2013-11-04 00:11:17]  180-/-3641800-/-19890000
34526160 INFO  [2013-11-04 00:11:24]  180-/-3650799-/-19900000
34533648 INFO  [2013-11-04 00:11:31]  180-/-3659764-/-19910000
34540749 INFO  [2013-11-04 00:11:38]  180-/-3668908-/-19920000
34548084 INFO  [2013-11-04 00:11:46]  180-/-3677967-/-19930000
34554700 INFO  [2013-11-04 00:11:52]  180-/-3687010-/-19940000
34561656 INFO  [2013-11-04 00:11:59]  180-/-3696132-/-19950000
34569299 INFO  [2013-11-04 00:12:07]  180-/-3705434-/-19960000
34577214 INFO  [2013-11-04 00:12:15]  180-/-3714836-/-19970000
34584900 INFO  [2013-11-04 00:12:23]  180-/-3724220-/-19980000
34592585 INFO  [2013-11-04 00:12:30]  180-/-3733521-/-19990000
34600104 INFO  [2013-11-04 00:12:38]  180-/-3742815-/-20000000
34608704 INFO  [2013-11-04 00:12:46]  180-/-3752197-/-20010000
34615858 INFO  [2013-11-04 00:12:54]  180-/-3761618-/-20020000
34623749 INFO  [2013-11-04 00:13:01]  180-/-3770965-/-20030000
34630681 INFO  [2013-11-04 00:13:08]  180-/-3780392-/-20040000
34639199 INFO  [2013-11-04 00:13:17]  180-/-3789889-/-20050000
34646861 INFO  [2013-11-04 00:13:25]  180-/-3799368-/-20060000
34654180 INFO  [2013-11-04 00:13:32]  180-/-3808859-/-20070000
34661868 INFO  [2013-11-04 00:13:40]  180-/-3818368-/-20080000
34669666 INFO  [2013-11-04 00:13:47]  180-/-3827956-/-20090000
34677777 INFO  [2013-11-04 00:13:55]  180-/-3837592-/-20100000
34685577 INFO  [2013-11-04 00:14:03]  180-/-3847080-/-20110000
34692493 INFO  [2013-11-04 00:14:10]  180-/-3856586-/-20120000
34700078 INFO  [2013-11-04 00:14:18]  180-/-3866074-/-20130000
34708668 INFO  [2013-11-04 00:14:26]  180-/-3875628-/-20140000
34717271 INFO  [2013-11-04 00:14:35]  180-/-3884921-/-20150000
34724106 INFO  [2013-11-04 00:14:42]  180-/-3894327-/-20160000
34731816 INFO  [2013-11-04 00:14:50]  180-/-3903644-/-20170000
34739471 INFO  [2013-11-04 00:14:57]  180-/-3913000-/-20180000
34745827 INFO  [2013-11-04 00:15:04]  180-/-3922172-/-20190000
34753005 INFO  [2013-11-04 00:15:11]  180-/-3931433-/-20200000
34759651 INFO  [2013-11-04 00:15:17]  180-/-3940616-/-20210000
34767049 INFO  [2013-11-04 00:15:25]  180-/-3949924-/-20220000
34774892 INFO  [2013-11-04 00:15:33]  180-/-3959377-/-20230000
34781343 INFO  [2013-11-04 00:15:39]  180-/-3968482-/-20240000
34788667 INFO  [2013-11-04 00:15:46]  180-/-3977528-/-20250000
34795428 INFO  [2013-11-04 00:15:53]  180-/-3986668-/-20260000
34803534 INFO  [2013-11-04 00:16:01]  180-/-3995819-/-20270000
34810018 INFO  [2013-11-04 00:16:08]  180-/-4004808-/-20280000
34816529 INFO  [2013-11-04 00:16:14]  180-/-4013603-/-20290000
34823264 INFO  [2013-11-04 00:16:21]  180-/-4022643-/-20300000
34830803 INFO  [2013-11-04 00:16:29]  180-/-4031599-/-20310000
34838052 INFO  [2013-11-04 00:16:36]  180-/-4040693-/-20320000
34844879 INFO  [2013-11-04 00:16:43]  180-/-4049777-/-20330000
34853243 INFO  [2013-11-04 00:16:51]  180-/-4058931-/-20340000
34860373 INFO  [2013-11-04 00:16:58]  180-/-4067953-/-20350000
34868177 INFO  [2013-11-04 00:17:06]  180-/-4077145-/-20360000
34875891 INFO  [2013-11-04 00:17:14]  180-/-4086520-/-20370000
34883223 INFO  [2013-11-04 00:17:21]  180-/-4095819-/-20380000
34890225 INFO  [2013-11-04 00:17:28]  180-/-4105092-/-20390000
34897993 INFO  [2013-11-04 00:17:36]  180-/-4114361-/-20400000
34905415 INFO  [2013-11-04 00:17:43]  180-/-4123640-/-20410000
34913779 INFO  [2013-11-04 00:17:51]  180-/-4132988-/-20420000
34921716 INFO  [2013-11-04 00:17:59]  180-/-4142319-/-20430000
34929464 INFO  [2013-11-04 00:18:07]  180-/-4151546-/-20440000
34936325 INFO  [2013-11-04 00:18:14]  180-/-4160606-/-20450000
34943610 INFO  [2013-11-04 00:18:21]  180-/-4169777-/-20460000
34951253 INFO  [2013-11-04 00:18:29]  180-/-4179035-/-20470000
34959580 INFO  [2013-11-04 00:18:37]  180-/-4188355-/-20480000
34966576 INFO  [2013-11-04 00:18:44]  180-/-4197707-/-20490000
34973204 INFO  [2013-11-04 00:18:51]  180-/-4206657-/-20500000
34979666 INFO  [2013-11-04 00:18:57]  180-/-4215667-/-20510000
34986514 INFO  [2013-11-04 00:19:04]  180-/-4224597-/-20520000
34992904 INFO  [2013-11-04 00:19:11]  180-/-4233680-/-20530000
34999798 INFO  [2013-11-04 00:19:17]  180-/-4242766-/-20540000
35006187 INFO  [2013-11-04 00:19:24]  180-/-4251679-/-20550000
35012862 INFO  [2013-11-04 00:19:31]  180-/-4260758-/-20560000
35019997 INFO  [2013-11-04 00:19:38]  180-/-4269650-/-20570000
35026177 INFO  [2013-11-04 00:19:44]  180-/-4278596-/-20580000
35032979 INFO  [2013-11-04 00:19:51]  180-/-4287449-/-20590000
35039434 INFO  [2013-11-04 00:19:57]  180-/-4296190-/-20600000
35045920 INFO  [2013-11-04 00:20:04]  180-/-4305127-/-20610000
35052871 INFO  [2013-11-04 00:20:11]  180-/-4314051-/-20620000
35059228 INFO  [2013-11-04 00:20:17]  180-/-4322785-/-20630000
35065219 INFO  [2013-11-04 00:20:23]  180-/-4331648-/-20640000
35072050 INFO  [2013-11-04 00:20:30]  180-/-4340578-/-20650000
35078849 INFO  [2013-11-04 00:20:37]  180-/-4349674-/-20660000
35085249 INFO  [2013-11-04 00:20:43]  180-/-4358400-/-20670000
35092249 INFO  [2013-11-04 00:20:50]  180-/-4367439-/-20680000
35099149 INFO  [2013-11-04 00:20:57]  180-/-4376392-/-20690000
35105565 INFO  [2013-11-04 00:21:03]  180-/-4385390-/-20700000
35112263 INFO  [2013-11-04 00:21:10]  180-/-4394244-/-20710000
35119255 INFO  [2013-11-04 00:21:17]  180-/-4403475-/-20720000
35126157 INFO  [2013-11-04 00:21:24]  180-/-4412645-/-20730000
35134633 INFO  [2013-11-04 00:21:32]  180-/-4421851-/-20740000
35142353 INFO  [2013-11-04 00:21:40]  180-/-4430930-/-20750000
35149294 INFO  [2013-11-04 00:21:47]  180-/-4440167-/-20760000
35156105 INFO  [2013-11-04 00:21:54]  180-/-4449308-/-20770000
35162938 INFO  [2013-11-04 00:22:01]  180-/-4458345-/-20780000
35169994 INFO  [2013-11-04 00:22:08]  180-/-4467437-/-20790000
35176433 INFO  [2013-11-04 00:22:14]  180-/-4476562-/-20800000
35184197 INFO  [2013-11-04 00:22:22]  180-/-4485781-/-20810000
35191451 INFO  [2013-11-04 00:22:29]  180-/-4495050-/-20820000
35197843 INFO  [2013-11-04 00:22:36]  180-/-4504095-/-20830000
35204271 INFO  [2013-11-04 00:22:42]  180-/-4513245-/-20840000
35211524 INFO  [2013-11-04 00:22:49]  180-/-4522460-/-20850000
35218452 INFO  [2013-11-04 00:22:56]  180-/-4531598-/-20860000
35225373 INFO  [2013-11-04 00:23:03]  180-/-4540822-/-20870000
35232333 INFO  [2013-11-04 00:23:10]  180-/-4550053-/-20880000
35238695 INFO  [2013-11-04 00:23:16]  180-/-4559012-/-20890000
35245064 INFO  [2013-11-04 00:23:23]  180-/-4567735-/-20900000
35252063 INFO  [2013-11-04 00:23:30]  180-/-4576825-/-20910000
35258952 INFO  [2013-11-04 00:23:37]  180-/-4586007-/-20920000
35265793 INFO  [2013-11-04 00:23:43]  180-/-4595294-/-20930000
35272926 INFO  [2013-11-04 00:23:51]  180-/-4604623-/-20940000
35279966 INFO  [2013-11-04 00:23:58]  180-/-4613842-/-20950000
35286869 INFO  [2013-11-04 00:24:05]  180-/-4622891-/-20960000
35293433 INFO  [2013-11-04 00:24:11]  180-/-4632123-/-20970000
35300311 INFO  [2013-11-04 00:24:18]  180-/-4641379-/-20980000
35307163 INFO  [2013-11-04 00:24:25]  180-/-4650455-/-20990000
35314455 INFO  [2013-11-04 00:24:32]  180-/-4659544-/-21000000
35320871 INFO  [2013-11-04 00:24:39]  180-/-4668533-/-21010000
35328024 INFO  [2013-11-04 00:24:46]  180-/-4677408-/-21020000
35335271 INFO  [2013-11-04 00:24:53]  180-/-4686519-/-21030000
35341809 INFO  [2013-11-04 00:25:00]  180-/-4695549-/-21040000
35348624 INFO  [2013-11-04 00:25:06]  180-/-4704752-/-21050000
35355388 INFO  [2013-11-04 00:25:13]  180-/-4713837-/-21060000
35362719 INFO  [2013-11-04 00:25:20]  180-/-4722933-/-21070000
35369581 INFO  [2013-11-04 00:25:27]  180-/-4732040-/-21080000
35376423 INFO  [2013-11-04 00:25:34]  180-/-4741163-/-21090000
35383922 INFO  [2013-11-04 00:25:42]  180-/-4750271-/-21100000
35390876 INFO  [2013-11-04 00:25:49]  180-/-4759438-/-21110000
35397341 INFO  [2013-11-04 00:25:55]  180-/-4768425-/-21120000
35404871 INFO  [2013-11-04 00:26:03]  180-/-4777533-/-21130000
35411819 INFO  [2013-11-04 00:26:10]  180-/-4786549-/-21140000
35418227 INFO  [2013-11-04 00:26:16]  180-/-4795565-/-21150000
35425455 INFO  [2013-11-04 00:26:23]  180-/-4804748-/-21160000
35432392 INFO  [2013-11-04 00:26:30]  180-/-4814066-/-21170000
35439282 INFO  [2013-11-04 00:26:37]  180-/-4823403-/-21180000
35446179 INFO  [2013-11-04 00:26:44]  180-/-4832647-/-21190000
35452781 INFO  [2013-11-04 00:26:50]  180-/-4841827-/-21200000
35459712 INFO  [2013-11-04 00:26:57]  180-/-4851014-/-21210000
35466693 INFO  [2013-11-04 00:27:04]  180-/-4860158-/-21220000
35473489 INFO  [2013-11-04 00:27:11]  180-/-4869427-/-21230000
35480338 INFO  [2013-11-04 00:27:18]  180-/-4878611-/-21240000
35487464 INFO  [2013-11-04 00:27:25]  180-/-4887784-/-21250000
35494225 INFO  [2013-11-04 00:27:32]  180-/-4897052-/-21260000
35501107 INFO  [2013-11-04 00:27:39]  180-/-4906151-/-21270000
35508388 INFO  [2013-11-04 00:27:46]  180-/-4915476-/-21280000
35514911 INFO  [2013-11-04 00:27:53]  180-/-4924768-/-21290000
35521390 INFO  [2013-11-04 00:27:59]  180-/-4933824-/-21300000
35527810 INFO  [2013-11-04 00:28:06]  180-/-4942591-/-21310000
35534429 INFO  [2013-11-04 00:28:12]  180-/-4951823-/-21320000
35540901 INFO  [2013-11-04 00:28:19]  180-/-4961029-/-21330000
35547962 INFO  [2013-11-04 00:28:26]  180-/-4970215-/-21340000
35553961 INFO  [2013-11-04 00:28:32]  180-/-4979289-/-21350000
35560157 INFO  [2013-11-04 00:28:38]  180-/-4988338-/-21360000
35566680 INFO  [2013-11-04 00:28:44]  180-/-4997418-/-21370000
35573907 INFO  [2013-11-04 00:28:52]  180-/-5006711-/-21380000
35580262 INFO  [2013-11-04 00:28:58]  180-/-5015960-/-21390000
35587456 INFO  [2013-11-04 00:29:05]  180-/-5025174-/-21400000
35594443 INFO  [2013-11-04 00:29:12]  180-/-5034512-/-21410000
35600523 INFO  [2013-11-04 00:29:18]  180-/-5043545-/-21420000
35607478 INFO  [2013-11-04 00:29:25]  180-/-5052790-/-21430000
35614150 INFO  [2013-11-04 00:29:32]  180-/-5061995-/-21440000
35621106 INFO  [2013-11-04 00:29:39]  180-/-5071254-/-21450000
35627864 INFO  [2013-11-04 00:29:46]  180-/-5080461-/-21460000
35634321 INFO  [2013-11-04 00:29:52]  180-/-5089733-/-21470000
35640767 INFO  [2013-11-04 00:29:58]  180-/-5098778-/-21480000
35646848 INFO  [2013-11-04 00:30:05]  180-/-5107960-/-21490000
35653269 INFO  [2013-11-04 00:30:11]  180-/-5117005-/-21500000
35659572 INFO  [2013-11-04 00:30:17]  180-/-5126132-/-21510000
35665902 INFO  [2013-11-04 00:30:24]  180-/-5135213-/-21520000
35672711 INFO  [2013-11-04 00:30:30]  180-/-5144334-/-21530000
35679260 INFO  [2013-11-04 00:30:37]  180-/-5153515-/-21540000
35685256 INFO  [2013-11-04 00:30:43]  180-/-5162531-/-21550000
35692619 INFO  [2013-11-04 00:30:50]  180-/-5171585-/-21560000
35698637 INFO  [2013-11-04 00:30:56]  180-/-5180714-/-21570000
35704701 INFO  [2013-11-04 00:31:02]  180-/-5189843-/-21580000
35711244 INFO  [2013-11-04 00:31:09]  180-/-5198991-/-21590000
35717368 INFO  [2013-11-04 00:31:15]  180-/-5208095-/-21600000
35723824 INFO  [2013-11-04 00:31:22]  180-/-5217355-/-21610000
35730289 INFO  [2013-11-04 00:31:28]  180-/-5226613-/-21620000
35736541 INFO  [2013-11-04 00:31:34]  180-/-5235772-/-21630000
35743144 INFO  [2013-11-04 00:31:41]  180-/-5244900-/-21640000
35749675 INFO  [2013-11-04 00:31:47]  180-/-5254163-/-21650000
35755924 INFO  [2013-11-04 00:31:54]  180-/-5263399-/-21660000
35762234 INFO  [2013-11-04 00:32:00]  180-/-5272504-/-21670000
35768360 INFO  [2013-11-04 00:32:06]  180-/-5281655-/-21680000
35775136 INFO  [2013-11-04 00:32:13]  180-/-5290906-/-21690000
35781932 INFO  [2013-11-04 00:32:20]  180-/-5300135-/-21700000
35787457 INFO  [2013-11-04 00:32:25]  180-/-5309026-/-21710000
35793791 INFO  [2013-11-04 00:32:31]  180-/-5318160-/-21720000
35799925 INFO  [2013-11-04 00:32:38]  180-/-5327284-/-21730000
35806576 INFO  [2013-11-04 00:32:44]  180-/-5336360-/-21740000
35812627 INFO  [2013-11-04 00:32:50]  180-/-5345332-/-21750000
35819326 INFO  [2013-11-04 00:32:57]  180-/-5354560-/-21760000
35826329 INFO  [2013-11-04 00:33:04]  180-/-5363937-/-21770000
35832434 INFO  [2013-11-04 00:33:10]  180-/-5372797-/-21780000
35838711 INFO  [2013-11-04 00:33:16]  180-/-5381771-/-21790000
35845202 INFO  [2013-11-04 00:33:23]  180-/-5390598-/-21800000
35851141 INFO  [2013-11-04 00:33:29]  180-/-5399751-/-21810000
35857570 INFO  [2013-11-04 00:33:35]  180-/-5408864-/-21820000
35864033 INFO  [2013-11-04 00:33:42]  180-/-5417675-/-21830000
35871125 INFO  [2013-11-04 00:33:49]  180-/-5426908-/-21840000
35877739 INFO  [2013-11-04 00:33:55]  180-/-5436089-/-21850000
35884359 INFO  [2013-11-04 00:34:02]  180-/-5445343-/-21860000
35890832 INFO  [2013-11-04 00:34:09]  180-/-5454436-/-21870000
35897669 INFO  [2013-11-04 00:34:15]  180-/-5463568-/-21880000
35904210 INFO  [2013-11-04 00:34:22]  180-/-5472742-/-21890000
35910297 INFO  [2013-11-04 00:34:28]  180-/-5481902-/-21900000
35916820 INFO  [2013-11-04 00:34:35]  180-/-5491149-/-21910000
35923926 INFO  [2013-11-04 00:34:42]  180-/-5500248-/-21920000
35930575 INFO  [2013-11-04 00:34:48]  180-/-5509464-/-21930000
35936866 INFO  [2013-11-04 00:34:55]  180-/-5518662-/-21940000
35943804 INFO  [2013-11-04 00:35:02]  180-/-5527937-/-21950000
35950937 INFO  [2013-11-04 00:35:09]  180-/-5537161-/-21960000
35957447 INFO  [2013-11-04 00:35:15]  180-/-5546489-/-21970000
35964165 INFO  [2013-11-04 00:35:22]  180-/-5555806-/-21980000
35970311 INFO  [2013-11-04 00:35:28]  180-/-5565044-/-21990000
35977080 INFO  [2013-11-04 00:35:35]  180-/-5574286-/-22000000
35983704 INFO  [2013-11-04 00:35:41]  180-/-5583417-/-22010000
35989730 INFO  [2013-11-04 00:35:47]  180-/-5592644-/-22020000
35996558 INFO  [2013-11-04 00:35:54]  180-/-5601807-/-22030000
36003044 INFO  [2013-11-04 00:36:01]  180-/-5611036-/-22040000
36009692 INFO  [2013-11-04 00:36:07]  180-/-5620318-/-22050000
36016971 INFO  [2013-11-04 00:36:15]  180-/-5629647-/-22060000
36022708 INFO  [2013-11-04 00:36:20]  180-/-5638636-/-22070000
36028563 INFO  [2013-11-04 00:36:26]  180-/-5647775-/-22080000
36035301 INFO  [2013-11-04 00:36:33]  180-/-5656860-/-22090000
36041757 INFO  [2013-11-04 00:36:39]  180-/-5665944-/-22100000
36047841 INFO  [2013-11-04 00:36:46]  180-/-5675093-/-22110000
36053359 INFO  [2013-11-04 00:36:51]  180-/-5684127-/-22120000
36059423 INFO  [2013-11-04 00:36:57]  180-/-5693282-/-22130000
36065253 INFO  [2013-11-04 00:37:03]  180-/-5702457-/-22140000
36070429 INFO  [2013-11-04 00:37:08]  180-/-5711459-/-22150000
36076483 INFO  [2013-11-04 00:37:14]  180-/-5720301-/-22160000
36081646 INFO  [2013-11-04 00:37:19]  180-/-5728979-/-22170000
36086740 INFO  [2013-11-04 00:37:24]  180-/-5737559-/-22180000
36091411 INFO  [2013-11-04 00:37:29]  180-/-5746215-/-22190000
36096568 INFO  [2013-11-04 00:37:34]  180-/-5754959-/-22200000
36102030 INFO  [2013-11-04 00:37:40]  180-/-5763591-/-22210000
36107271 INFO  [2013-11-04 00:37:45]  180-/-5772183-/-22220000
36112579 INFO  [2013-11-04 00:37:50]  180-/-5780776-/-22230000
36118588 INFO  [2013-11-04 00:37:56]  180-/-5789563-/-22240000
36124288 INFO  [2013-11-04 00:38:02]  180-/-5798243-/-22250000
36129813 INFO  [2013-11-04 00:38:08]  180-/-5806960-/-22260000
36135172 INFO  [2013-11-04 00:38:13]  180-/-5815440-/-22270000
36149329 INFO  [2013-11-04 00:38:27]  180-/-5824737-/-22280000
36156332 INFO  [2013-11-04 00:38:34]  180-/-5834066-/-22290000
36163429 INFO  [2013-11-04 00:38:41]  180-/-5843455-/-22300000
36170593 INFO  [2013-11-04 00:38:48]  180-/-5852821-/-22310000
36177505 INFO  [2013-11-04 00:38:55]  180-/-5862221-/-22320000
36184458 INFO  [2013-11-04 00:39:02]  180-/-5871489-/-22330000
36191006 INFO  [2013-11-04 00:39:09]  180-/-5880732-/-22340000
36197353 INFO  [2013-11-04 00:39:15]  180-/-5889970-/-22350000
36205020 INFO  [2013-11-04 00:39:23]  180-/-5899216-/-22360000
36212018 INFO  [2013-11-04 00:39:30]  180-/-5908313-/-22370000
36219412 INFO  [2013-11-04 00:39:37]  180-/-5917627-/-22380000
36226842 INFO  [2013-11-04 00:39:45]  180-/-5926852-/-22390000
36233360 INFO  [2013-11-04 00:39:51]  180-/-5936182-/-22400000
36239950 INFO  [2013-11-04 00:39:58]  180-/-5945367-/-22410000
36246914 INFO  [2013-11-04 00:40:05]  180-/-5954590-/-22420000
36253589 INFO  [2013-11-04 00:40:11]  180-/-5963300-/-22430000
36262229 INFO  [2013-11-04 00:40:20]  180-/-5972824-/-22440000
36273053 INFO  [2013-11-04 00:40:31]  180-/-5982584-/-22450000
36282921 INFO  [2013-11-04 00:40:41]  180-/-5990751-/-22460000
36301679 INFO  [2013-11-04 00:40:59]  180-/-5990751-/-22470000
36320037 INFO  [2013-11-04 00:41:18]  180-/-5990751-/-22480000
36337808 INFO  [2013-11-04 00:41:36]  180-/-5990751-/-22490000
36356479 INFO  [2013-11-04 00:41:54]  180-/-5990751-/-22500000
36374668 INFO  [2013-11-04 00:42:12]  180-/-5990751-/-22510000
36392456 INFO  [2013-11-04 00:42:30]  180-/-5990751-/-22520000
36410888 INFO  [2013-11-04 00:42:49]  180-/-5990752-/-22530000
36429039 INFO  [2013-11-04 00:43:07]  180-/-5990752-/-22540000
36447228 INFO  [2013-11-04 00:43:25]  180-/-5990752-/-22550000
36465785 INFO  [2013-11-04 00:43:43]  180-/-5990752-/-22560000
36483322 INFO  [2013-11-04 00:44:01]  180-/-5990752-/-22570000
36500944 INFO  [2013-11-04 00:44:19]  180-/-5990752-/-22580000
36518909 INFO  [2013-11-04 00:44:37]  180-/-5990752-/-22590000
36537749 INFO  [2013-11-04 00:44:55]  180-/-5990753-/-22600000
36555211 INFO  [2013-11-04 00:45:13]  180-/-5990753-/-22610000
36573966 INFO  [2013-11-04 00:45:32]  180-/-5990754-/-22620000
36589956 INFO  [2013-11-04 00:45:48]  180-/-5990754-/-22630000
36607822 INFO  [2013-11-04 00:46:06]  180-/-5990754-/-22640000
36625534 INFO  [2013-11-04 00:46:23]  180-/-5990754-/-22650000
36642451 INFO  [2013-11-04 00:46:40]  180-/-5990754-/-22660000
36659011 INFO  [2013-11-04 00:46:57]  180-/-5990754-/-22670000
36675991 INFO  [2013-11-04 00:47:14]  180-/-5990754-/-22680000
36693728 INFO  [2013-11-04 00:47:31]  180-/-5990754-/-22690000
36710069 INFO  [2013-11-04 00:47:48]  180-/-5990754-/-22700000
36727176 INFO  [2013-11-04 00:48:05]  180-/-5990754-/-22710000
36744379 INFO  [2013-11-04 00:48:22]  180-/-5990754-/-22720000
36761302 INFO  [2013-11-04 00:48:39]  180-/-5990754-/-22730000
36776918 INFO  [2013-11-04 00:48:55]  180-/-5990754-/-22740000
36794020 INFO  [2013-11-04 00:49:12]  180-/-5990755-/-22750000
36809835 INFO  [2013-11-04 00:49:28]  180-/-5990755-/-22760000
36825752 INFO  [2013-11-04 00:49:43]  180-/-5990755-/-22770000
36842030 INFO  [2013-11-04 00:50:00]  180-/-5990755-/-22780000
36858799 INFO  [2013-11-04 00:50:16]  180-/-5990756-/-22790000
36874374 INFO  [2013-11-04 00:50:32]  180-/-5990756-/-22800000
36889979 INFO  [2013-11-04 00:50:48]  180-/-5990756-/-22810000
36906528 INFO  [2013-11-04 00:51:04]  180-/-5990757-/-22820000
36921608 INFO  [2013-11-04 00:51:19]  180-/-5990757-/-22830000
36936718 INFO  [2013-11-04 00:51:34]  180-/-5990757-/-22840000
36953351 INFO  [2013-11-04 00:51:51]  180-/-5990757-/-22850000
36969885 INFO  [2013-11-04 00:52:08]  180-/-5990757-/-22860000
36986005 INFO  [2013-11-04 00:52:24]  180-/-5990758-/-22870000
37002541 INFO  [2013-11-04 00:52:40]  180-/-5990758-/-22880000
37018698 INFO  [2013-11-04 00:52:56]  180-/-5990759-/-22890000
37034001 INFO  [2013-11-04 00:53:12]  180-/-5990759-/-22900000
37048790 INFO  [2013-11-04 00:53:26]  180-/-5990760-/-22910000
37064369 INFO  [2013-11-04 00:53:42]  180-/-5990760-/-22920000
37080179 INFO  [2013-11-04 00:53:58]  180-/-5990760-/-22930000
37095733 INFO  [2013-11-04 00:54:13]  180-/-5990760-/-22940000
37111872 INFO  [2013-11-04 00:54:30]  180-/-5990760-/-22950000
37127248 INFO  [2013-11-04 00:54:45]  180-/-5990761-/-22960000
37144879 INFO  [2013-11-04 00:55:03]  180-/-5990762-/-22970000
37161178 INFO  [2013-11-04 00:55:19]  180-/-5990762-/-22980000
37177829 INFO  [2013-11-04 00:55:36]  180-/-5990765-/-22990000
37195482 INFO  [2013-11-04 00:55:53]  180-/-5990765-/-23000000
37212787 INFO  [2013-11-04 00:56:10]  180-/-5990765-/-23010000
37227939 INFO  [2013-11-04 00:56:26]  180-/-5990766-/-23020000
37244864 INFO  [2013-11-04 00:56:43]  180-/-5990766-/-23030000
37262860 INFO  [2013-11-04 00:57:01]  180-/-5990766-/-23040000
37278763 INFO  [2013-11-04 00:57:16]  180-/-5990766-/-23050000
37295850 INFO  [2013-11-04 00:57:34]  180-/-5990766-/-23060000
37313062 INFO  [2013-11-04 00:57:51]  180-/-5990767-/-23070000
37328555 INFO  [2013-11-04 00:58:06]  180-/-5990767-/-23080000
37345392 INFO  [2013-11-04 00:58:23]  180-/-5990768-/-23090000
37363583 INFO  [2013-11-04 00:58:41]  180-/-5990768-/-23100000
37377503 INFO  [2013-11-04 00:58:55]  180-/-5990768-/-23110000
37392715 INFO  [2013-11-04 00:59:10]  180-/-5990769-/-23120000
37409162 INFO  [2013-11-04 00:59:27]  180-/-5990770-/-23130000
37427583 INFO  [2013-11-04 00:59:45]  180-/-5990770-/-23140000
37442136 INFO  [2013-11-04 01:00:00]  180-/-5990772-/-23150000
37459924 INFO  [2013-11-04 01:00:18]  180-/-5990773-/-23160000
37476419 INFO  [2013-11-04 01:00:34]  180-/-5990774-/-23170000
37490079 INFO  [2013-11-04 01:00:48]  180-/-5990774-/-23180000
37507623 INFO  [2013-11-04 01:01:05]  180-/-5990775-/-23190000
37524371 INFO  [2013-11-04 01:01:22]  180-/-5990775-/-23200000
37539683 INFO  [2013-11-04 01:01:37]  180-/-5990775-/-23210000
37555815 INFO  [2013-11-04 01:01:54]  180-/-5990775-/-23220000
37574239 INFO  [2013-11-04 01:02:12]  180-/-5990776-/-23230000
37588616 INFO  [2013-11-04 01:02:26]  180-/-5990777-/-23240000
37603577 INFO  [2013-11-04 01:02:41]  180-/-5990777-/-23250000
37617317 INFO  [2013-11-04 01:02:55]  180-/-5990777-/-23260000
37631892 INFO  [2013-11-04 01:03:10]  180-/-5990778-/-23270000
37646259 INFO  [2013-11-04 01:03:24]  180-/-5990778-/-23280000
37660774 INFO  [2013-11-04 01:03:38]  180-/-5990779-/-23290000
37674720 INFO  [2013-11-04 01:03:52]  180-/-5990779-/-23300000
37688249 INFO  [2013-11-04 01:04:06]  180-/-5990779-/-23310000
37701982 INFO  [2013-11-04 01:04:20]  180-/-5990779-/-23320000
37715761 INFO  [2013-11-04 01:04:33]  180-/-5990780-/-23330000
37729882 INFO  [2013-11-04 01:04:48]  180-/-5990780-/-23340000
37744220 INFO  [2013-11-04 01:05:02]  180-/-5990780-/-23350000
37757802 INFO  [2013-11-04 01:05:16]  180-/-5990780-/-23360000
37771515 INFO  [2013-11-04 01:05:29]  180-/-5990782-/-23370000
37785779 INFO  [2013-11-04 01:05:43]  180-/-5990782-/-23380000
37798818 INFO  [2013-11-04 01:05:57]  180-/-5990782-/-23390000
37811733 INFO  [2013-11-04 01:06:09]  180-/-5990783-/-23400000
37826162 INFO  [2013-11-04 01:06:24]  180-/-5990783-/-23410000
37840594 INFO  [2013-11-04 01:06:38]  180-/-5990783-/-23420000
37854534 INFO  [2013-11-04 01:06:52]  180-/-5990783-/-23430000
37869050 INFO  [2013-11-04 01:07:07]  180-/-5990783-/-23440000
37883336 INFO  [2013-11-04 01:07:21]  180-/-5990783-/-23450000
37896436 INFO  [2013-11-04 01:07:34]  180-/-5990783-/-23460000
37910197 INFO  [2013-11-04 01:07:48]  180-/-5990783-/-23470000
37924263 INFO  [2013-11-04 01:08:02]  180-/-5990783-/-23480000
37938234 INFO  [2013-11-04 01:08:16]  180-/-5990783-/-23490000
37953006 INFO  [2013-11-04 01:08:31]  180-/-5990783-/-23500000
37967546 INFO  [2013-11-04 01:08:45]  180-/-5990783-/-23510000
37981468 INFO  [2013-11-04 01:08:59]  180-/-5990783-/-23520000
37995525 INFO  [2013-11-04 01:09:13]  180-/-5990784-/-23530000
38010327 INFO  [2013-11-04 01:09:28]  180-/-5990784-/-23540000
38026491 INFO  [2013-11-04 01:09:44]  180-/-5990786-/-23550000
38040270 INFO  [2013-11-04 01:09:58]  180-/-5990786-/-23560000
38053056 INFO  [2013-11-04 01:10:11]  180-/-5990786-/-23570000
38068620 INFO  [2013-11-04 01:10:26]  180-/-5990786-/-23580000
